call_id,experiment_version,case_id,model_spec_id,provider,requested_model,condition_id,condition_family,canonical_rung,factorial_bits,present_evidence_ids,missing_evidence_ids,leakage_expected,run_id,seed,status,prompt_hash,evidence_hash,audit_packet_id,started_at_utc,completed_at_utc,returned_model,model_digest,input_tokens,output_tokens,reasoning_tokens,estimated_cost_usd,parse_repair_attempted,error
C-dc79e0573913f841a892,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0011,factorial,,0011,M0;M1;M2;M3;M6;M7,M4;M5,0,10,3719235536,ok,263e9c6d54c9c90b1e9539da6b4cae23bf6f332066daa4241f620a01d94592ff,80f9a47fa46f7077285a38a38d7209c3053f0384b7c3f0b0d26cbed059878df0,AUDIT-8f34365179607a4d,2026-08-25T17:11:33.832753+00:00,2026-08-25T17:13:21.672867+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,4060,131,0,0.0,0,
C-0c4e5032fb891722d476,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_0010,factorial,,0010,M0;M1;M2;M3;M6,M4;M5;M7,0,5,226719659,ok,cd0600100543486ec9f3dada4e8a9986d622cc7917000c66e0557ba3c3a7b7b9,a9212d75c49a53df2360ca784ed055893f70fb8428476b2fce3223234cfa3a95,AUDIT-76a57b51349622ec,2026-08-25T17:13:21.690434+00:00,2026-08-25T17:13:29.099941+00:00,gpt-5.6-terra,remote_provider,1727,263,119,0.00661,0,
C-735faaed2ac4c8e1b0a4,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1000,factorial,L4,1000,M0;M1;M2;M3;M4,M5;M6;M7,0,7,1955910246,ok,a1a5ce0e2dd0d53c4d489241dd564bf2d9cf942519e92524ae5edff35fe39aae,3583ab2d1a5d0fb83ba5adf4a1af25b61622e3ac2d3333d10dd1fe82c2e0b313,AUDIT-25b1402c07f9a1c7,2026-08-25T17:13:29.117674+00:00,2026-08-25T17:13:38.078092+00:00,gpt-5.6-terra,remote_provider,2994,361,194,0.01032,0,
C-49ceb650c7e97d21e408,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0101,factorial,,0101,M0;M1;M2;M3;M5;M7,M4;M6,0,3,1258544585,ok,c990ae2236af533d2077afcd2990bf4204e275a43a1689690f604e876a9f58f2,a60120aeddcb1651725eaeddb332a08a0e954291dc46e1cf86f89a28a39dcd42,AUDIT-eca636590bee82a8,2026-08-25T17:13:38.098724+00:00,2026-08-25T17:16:08.938983+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,5754,129,0,0.0,0,
C-7336a4b34e9c185b9ff5,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,P_L1,canonical,L1,,M0;M1,M2;M3;M4;M5;M6;M7,0,2,1953221676,ok,1dd640da5b51325201d16d348a713330d728a9eae3506a1e5f7c35a3e10e2bb9,9f13d811b3d2d4582f107d7d5525b4500d3b759a3bd2da04b68b2b6488ffdc75,AUDIT-1363cdc51069b42b,2026-08-25T17:16:08.961740+00:00,2026-08-25T17:16:48.482638+00:00,deepseek-v4-pro,remote_provider,1147,2537,2332,0.01156056,0,
C-27347a6dea444b8d1dfb,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_1100,factorial,L5,1100,M0;M1;M2;M3;M4;M5,M6;M7,0,5,678011366,ok,03bc04c56ecb370cb3440d65040c48a6d9f2693750a4577d667f268963510f72,e71683daa41c398ceefa2a6658ee3eaf6031e2300d74c93da74cb8e14f8654d2,AUDIT-7ecb70dac5ade176,2026-08-25T17:16:48.505931+00:00,2026-08-25T17:18:17.772188+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,5529,132,0,0.0,0,
C-ad24c87c07888caf0a97,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,CTRL_EMPTY_L5,evidence_free_negative_control,L5,,,M0;M1;M2;M3;M4;M5;M6;M7,0,3,2925129717,ok,3c9c2d7c49f7464193ac3c2ce7379bc35bf0db0b32d0df9675d4f3d76683fa37,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-ee738fa71964f9c8,2026-08-25T17:18:17.785932+00:00,2026-08-25T17:18:48.222781+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,890,115,0,0.0,0,
C-424cdb1e96024525ab1d,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0000,factorial,L3,0000,M0;M1;M2;M3,M4;M5;M6;M7,0,4,1132593815,ok,4be32aee8e0144ec47732d75ed1321a9d7e1bdb452dad35a8b477ebafe06f622,82edf5389297b9a009837da45334b076251b01dd7f496262dfc6a21e51ac1819,AUDIT-91f0c8b4b8420e9f,2026-08-25T17:18:48.238774+00:00,2026-08-25T17:19:54.955311+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,2247,162,0,0.0,0,
C-2abba71dac61bfee30bd,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1011,factorial,,1011,M0;M1;M2;M3;M4;M6;M7,M5,0,1,737201814,ok,950fb415ee79c742cdbdbf562e8b185bb5e287f06d66be8b33ad0939c028c5dd,53b17c3fd2cbf24e5cf0d125fd141542fc6a6fe2d3cd78e4d80f5c7bf8c578d2,AUDIT-74f56c650c4216b5,2026-08-25T17:19:54.971605+00:00,2026-08-25T17:20:04.158544+00:00,gpt-5.6-terra,remote_provider,4118,313,151,0.011992,0,
C-5f1ad115ee2bd0fcb45c,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,CTRL_LEAKY_L2,legacy_leaky_positive_control,L2,,M0;M1;M2,M3;M4;M5;M6;M7,1,2,1615853710,ok,b0564a30a8df7a7c0b3c9a2f255940a88e740cacc854c4436ecbb39e6120c177,2c70956c1b516ac336a2586137e5110594e8f7fdffa8e118d4ed7ac13271a1e3,LEAKY-L2-2c70956c1b51,2026-08-25T17:20:04.179198+00:00,2026-08-25T17:20:11.691238+00:00,gpt-5.6-terra,remote_provider,886,468,272,0.007388,0,
C-36f3ce12672173769f6b,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,CTRL_LEAKY_L3,legacy_leaky_positive_control,L3,,M0;M1;M2;M3,M4;M5;M6;M7,1,3,942208395,ok,0a23d407a65b4f92d0e731179a5a85dcbb5430253a75efa5a7fa79940f422554,74f068789a54eaab7e9bb5b3e3e666dcb33211993bd31a517744f5b3864b23c4,LEAKY-L3-74f068789a54,2026-08-25T17:20:11.700422+00:00,2026-08-25T17:20:21.294293+00:00,gpt-5.6-terra,remote_provider,958,561,350,0.008648,0,
C-c85e4e49df84b7f91249,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1000,factorial,L4,1000,M0;M1;M2;M3;M4,M5;M6;M7,0,8,3381884354,ok,a1a5ce0e2dd0d53c4d489241dd564bf2d9cf942519e92524ae5edff35fe39aae,3583ab2d1a5d0fb83ba5adf4a1af25b61622e3ac2d3333d10dd1fe82c2e0b313,AUDIT-25b1402c07f9a1c7,2026-08-25T17:20:21.312095+00:00,2026-08-25T17:20:27.127632+00:00,gpt-5.6-terra,remote_provider,2994,325,178,0.009888,0,
C-399f509d55c218696306,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_0110,factorial,,0110,M0;M1;M2;M3;M5;M6,M4;M7,0,5,987002902,ok,f90ad143ef214dc0cb276b6c3252b398bc922eb2ed46cd94539b70ca820b7acf,84ed179caed53b02482f221e141e302b1ca8ef6d7430ac188d9fdff23a191d20,AUDIT-e2c3b8fa85498425,2026-08-25T17:20:27.142672+00:00,2026-08-25T17:21:22.927248+00:00,deepseek-v4-pro,remote_provider,2768,3509,3297,0.0175494,0,
C-43448af581e7c145f8d0,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1010,factorial,,1010,M0;M1;M2;M3;M4;M6,M5;M7,0,8,1148826222,ok,36389cca04fc6786e33f7ddc9bf458a19b5d1e453e3b9474bf6252edb1329107,f9d6c998179d35a40cbbdbb54f51cd4cee99dd28583d49b7889256a32e67f2cd,AUDIT-7b22ece2b37e902a,2026-08-25T17:21:22.950020+00:00,2026-08-25T17:21:29.546381+00:00,gpt-5.6-terra,remote_provider,3186,311,132,0.010104,0,
C-08103259a66a6d07256d,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_0010,factorial,,0010,M0;M1;M2;M3;M6,M4;M5;M7,0,8,155539922,ok,cd0600100543486ec9f3dada4e8a9986d622cc7917000c66e0557ba3c3a7b7b9,a9212d75c49a53df2360ca784ed055893f70fb8428476b2fce3223234cfa3a95,AUDIT-76a57b51349622ec,2026-08-25T17:21:29.567679+00:00,2026-08-25T17:22:30.632269+00:00,deepseek-v4-pro,remote_provider,1671,3942,3763,0.01781604,0,
C-4d161c493700d29564bb,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0010,factorial,,0010,M0;M1;M2;M3;M6,M4;M5;M7,0,7,1313555394,ok,cd0600100543486ec9f3dada4e8a9986d622cc7917000c66e0557ba3c3a7b7b9,a9212d75c49a53df2360ca784ed055893f70fb8428476b2fce3223234cfa3a95,AUDIT-76a57b51349622ec,2026-08-25T17:22:30.659980+00:00,2026-08-25T17:23:32.428418+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,2398,178,0,0.0,0,
C-37e5ea7cc9fcb5be77d5,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,CTRL_EMPTY_L5,evidence_free_negative_control,L5,,,M0;M1;M2;M3;M4;M5;M6;M7,0,2,958075381,ok,3c9c2d7c49f7464193ac3c2ce7379bc35bf0db0b32d0df9675d4f3d76683fa37,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-ee738fa71964f9c8,2026-08-25T17:23:32.441152+00:00,2026-08-25T17:23:56.655468+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,890,115,0,0.0,0,
C-5f7eef33a0030ad202e1,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,CTRL_LEAKY_L0,legacy_leaky_positive_control,L0,,M0,M1;M2;M3;M4;M5;M6;M7,1,2,1622415020,ok,ecfd2fb177aeae37a5fb312d748c957ff7aff297634b72891643bf043af1b0f5,c9a01a301d3bcc53bf9a81639b2056a38bd1757476eaa159087c96649f99f8f9,LEAKY-L0-c9a01a301d3b,2026-08-25T17:23:56.670013+00:00,2026-08-25T17:24:03.899921+00:00,gpt-5.6-terra,remote_provider,766,319,140,0.00536,0,
C-99b254017aff31a83a4a,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,CTRL_EMPTY_L0,evidence_free_negative_control,L0,,,M0;M1;M2;M3;M4;M5;M6;M7,0,3,2598861690,ok,e2b95d9bcb5c3c3666edcc69361173a763f537e0bb87773d5fb27730ea911f68,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-59bbaf3082a51e71,2026-08-25T17:24:03.910414+00:00,2026-08-25T17:24:17.189261+00:00,deepseek-v4-pro,remote_provider,785,806,667,0.00422796,0,
C-1644431ad7b6c96c24d1,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0011,factorial,,0011,M0;M1;M2;M3;M6;M7,M4;M5,0,5,393833107,ok,263e9c6d54c9c90b1e9539da6b4cae23bf6f332066daa4241f620a01d94592ff,80f9a47fa46f7077285a38a38d7209c3053f0384b7c3f0b0d26cbed059878df0,AUDIT-8f34365179607a4d,2026-08-25T17:24:17.220007+00:00,2026-08-25T17:25:45.491125+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,4060,131,0,0.0,0,
C-66ebf3ad4529e1779e79,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_1110,factorial,L6,1110,M0;M1;M2;M3;M4;M5;M6,M7,0,6,1747000102,ok,816f1d76519bc05e1ec6e4a019cae3e9ba7e31ec149e7f58b04e93346c7aab44,b1852b47d350ce5dca2de77f4c85fa53f66110fdeff8a59c0bffe10f451a9a46,AUDIT-909ea13b2dbf93f8,2026-08-25T17:25:45.509665+00:00,2026-08-25T17:27:08.440531+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,5686,128,0,0.0,0,
C-2d196fb0042edcfa0ed2,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0000,factorial,L3,0000,M0;M1;M2;M3,M4;M5;M6;M7,0,10,776902441,ok,4be32aee8e0144ec47732d75ed1321a9d7e1bdb452dad35a8b477ebafe06f622,82edf5389297b9a009837da45334b076251b01dd7f496262dfc6a21e51ac1819,AUDIT-91f0c8b4b8420e9f,2026-08-25T17:27:08.460214+00:00,2026-08-25T17:28:06.511360+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,2247,162,0,0.0,0,
C-79d1c6ddd2e9240d7b5f,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,CTRL_LEAKY_L2,legacy_leaky_positive_control,L2,,M0;M1;M2,M3;M4;M5;M6;M7,1,1,2064051798,ok,b0564a30a8df7a7c0b3c9a2f255940a88e740cacc854c4436ecbb39e6120c177,2c70956c1b516ac336a2586137e5110594e8f7fdffa8e118d4ed7ac13271a1e3,LEAKY-L2-2c70956c1b51,2026-08-25T17:28:06.526523+00:00,2026-08-25T17:28:15.637962+00:00,gpt-5.6-terra,remote_provider,886,499,293,0.00776,0,
C-9a15e3fc71c26c19b212,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_0110,factorial,,0110,M0;M1;M2;M3;M5;M6,M4;M7,0,8,2605386613,ok,f90ad143ef214dc0cb276b6c3252b398bc922eb2ed46cd94539b70ca820b7acf,84ed179caed53b02482f221e141e302b1ca8ef6d7430ac188d9fdff23a191d20,AUDIT-e2c3b8fa85498425,2026-08-26T02:14:51.061988+00:00,2026-08-26T02:15:54.552510+00:00,deepseek-v4-pro,remote_provider,2768,3523,3317,0.01760484,0,
C-332cba612a33542ccf38,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,CTRL_LEAKY_L0,legacy_leaky_positive_control,L0,,M0,M1;M2;M3;M4;M5;M6;M7,1,2,878830042,ok,ecfd2fb177aeae37a5fb312d748c957ff7aff297634b72891643bf043af1b0f5,c9a01a301d3bcc53bf9a81639b2056a38bd1757476eaa159087c96649f99f8f9,LEAKY-L0-c9a01a301d3b,2026-08-25T17:29:17.239243+00:00,2026-08-25T17:30:21.644170+00:00,deepseek-v4-pro,remote_provider,684,4512,4357,0.0187704,0,
C-126f87fce4c7da5ba377,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,P_L1,canonical,L1,,M0;M1,M2;M3;M4;M5;M6;M7,0,3,329559925,ok,1dd640da5b51325201d16d348a713330d728a9eae3506a1e5f7c35a3e10e2bb9,9f13d811b3d2d4582f107d7d5525b4500d3b759a3bd2da04b68b2b6488ffdc75,AUDIT-1363cdc51069b42b,2026-08-25T17:30:21.667622+00:00,2026-08-25T17:30:53.678259+00:00,deepseek-v4-pro,remote_provider,1147,2075,1875,0.00973104,0,
C-cb7a109cd6037dd3aa16,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0110,factorial,,0110,M0;M1;M2;M3;M5;M6,M4;M7,0,4,3434035221,ok,f90ad143ef214dc0cb276b6c3252b398bc922eb2ed46cd94539b70ca820b7acf,84ed179caed53b02482f221e141e302b1ca8ef6d7430ac188d9fdff23a191d20,AUDIT-e2c3b8fa85498425,2026-08-25T17:30:53.698318+00:00,2026-08-25T17:32:55.028117+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,4325,121,0,0.0,0,
C-d57185d235167e026aff,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0100,factorial,,0100,M0;M1;M2;M3;M5,M4;M6;M7,0,4,3601247563,ok,3833ea8542bb4c62b3cf88d8405ea4aba4d9e4db41b6ff9344da35b348aa05fd,12e8323fdcc84a37b83a53448aaf4d8f4c7b1ef70919a7513ac855ed3ed70f87,AUDIT-395b5d5adcfabf63,2026-08-25T17:32:55.042559+00:00,2026-08-25T17:34:13.067768+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,3441,169,0,0.0,0,
C-911e2665b4080167266b,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,CTRL_LEAKY_L5,legacy_leaky_positive_control,L5,,M0;M1;M2;M3;M4;M5,M6;M7,1,3,2454932958,ok,f77295f886b2365f1860ba3808cce3dce09c7386ae88ccd47a41b39050686241,b0c840db4bc1657f9fc11f6424c34f1ac00df35c8d9541800d5ceb54689658a1,LEAKY-L5-b0c840db4bc1,2026-08-25T17:34:13.082880+00:00,2026-08-25T17:36:29.760242+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,2770,179,0,0.0,0,
C-9f49d222359847395be3,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,CTRL_LEAKY_L1,legacy_leaky_positive_control,L1,,M0;M1,M2;M3;M4;M5;M6;M7,1,2,2692675995,ok,ff4e061b7f6259569cd77f159d65ce07f6488ef0298badc9bb2e7a75f32ac839,1c6bfd288f36700e99177a566d8b988a65bfe18fc876e6929f8bef035caa8102,LEAKY-L1-1c6bfd288f36,2026-08-25T17:36:29.776468+00:00,2026-08-25T17:37:10.111002+00:00,deepseek-v4-pro,remote_provider,753,2941,2777,0.01264032,0,
C-cfb976d3c5c8a4aa851e,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,CTRL_EMPTY_L6,evidence_free_negative_control,L6,,,M0;M1;M2;M3;M4;M5;M6;M7,0,3,3505299020,ok,3e924aa863c9cf97c4c8564b384302762224368bb1bdeede476428557887cf31,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-aea093381a53a3f2,2026-08-25T17:37:10.129349+00:00,2026-08-25T17:37:42.536794+00:00,gpt-5.6-terra,remote_provider,866,106,0,0.003004,0,
C-339c230f14db5bb37731,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,P_L0,canonical,L0,,M0,M1;M2;M3;M4;M5;M6;M7,0,10,886131336,ok,a6caed7c42896c0f99a47f3cbbc548b28e9c43116ffb7c09410af499a777eb8c,7a3b50ed6198b02a0e166807e745e3f52e54ac0a8b19948d97142c39aea73c65,AUDIT-b17d123fb89219a9,2026-08-25T17:37:42.558503+00:00,2026-08-25T17:38:44.409741+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1559,137,0,0.0,0,
C-3c11ee9b43193e923b0e,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_0001,factorial,,0001,M0;M1;M2;M3;M7,M4;M5;M6,0,6,1028068884,ok,6a675819e8062e65062ec4ee8c1afb0a1e8575fe21f1788ce19dc50633175afa,2f2277db14be200a7f9e501c12ed6e43e20296f440d619230de510d57bd1b323,AUDIT-a4850afa74e188ae,2026-08-25T17:38:44.424727+00:00,2026-08-25T17:38:49.626788+00:00,gpt-5.6-terra,remote_provider,2464,299,127,0.008516,0,
C-de69f102b6b22d8dda08,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_0111,factorial,,0111,M0;M1;M2;M3;M5;M6;M7,M4,0,2,3751745659,ok,66c661fdb616135ab02dd61428d0b5baff2f94c24a34e4bd56c5162d7c792405,ab10f9660b88475d3f695a0c4b19db4f159e146e07ee89d8f27259d17e36c41f,AUDIT-ead1e3860d05c27b,2026-08-25T17:38:49.652508+00:00,2026-08-25T17:40:09.217481+00:00,deepseek-v4-pro,remote_provider,3731,4714,4526,0.02359236,0,
C-e745bb2d6726d3da7ffd,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_0001,factorial,,0001,M0;M1;M2;M3;M7,M4;M5;M6,0,1,3900367526,ok,6a675819e8062e65062ec4ee8c1afb0a1e8575fe21f1788ce19dc50633175afa,2f2277db14be200a7f9e501c12ed6e43e20296f440d619230de510d57bd1b323,AUDIT-a4850afa74e188ae,2026-08-25T17:40:09.247805+00:00,2026-08-25T17:40:15.840331+00:00,gpt-5.6-terra,remote_provider,2464,349,198,0.009116,0,
C-a6471388c8addc057faf,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_0010,factorial,,0010,M0;M1;M2;M3;M6,M4;M5;M7,0,2,2809936641,ok,cd0600100543486ec9f3dada4e8a9986d622cc7917000c66e0557ba3c3a7b7b9,a9212d75c49a53df2360ca784ed055893f70fb8428476b2fce3223234cfa3a95,AUDIT-76a57b51349622ec,2026-08-25T17:40:15.859192+00:00,2026-08-25T17:40:54.368901+00:00,deepseek-v4-pro,remote_provider,1671,2450,2289,0.01190772,0,
C-295b2a9858f595b05d3f,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_1111,factorial,L7,1111,M0;M1;M2;M3;M4;M5;M6;M7,,0,1,714101265,ok,ddfbfb322390b50d96f76f4d704858aefd2166d044e81a4fdfeb297508e27883,1e35fbcf630ead817cce4f2157fe35609b5577db62bad4162bd6d33a33f42a1f,AUDIT-8b3975402af42492,2026-08-25T17:40:54.391536+00:00,2026-08-25T17:41:42.188554+00:00,deepseek-v4-pro,remote_provider,5276,2932,2763,0.01857504,0,
C-7fec7b5af40f8e6b63fe,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_1100,factorial,L5,1100,M0;M1;M2;M3;M4;M5,M6;M7,0,6,2166465235,ok,03bc04c56ecb370cb3440d65040c48a6d9f2693750a4577d667f268963510f72,e71683daa41c398ceefa2a6658ee3eaf6031e2300d74c93da74cb8e14f8654d2,AUDIT-7ecb70dac5ade176,2026-08-26T02:15:54.567352+00:00,2026-08-26T02:16:56.192085+00:00,deepseek-v4-pro,remote_provider,4114,3398,3198,0.01888656,0,
C-c2334a8f83c2c9b4a9e1,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,CTRL_EMPTY_L0,evidence_free_negative_control,L0,,,M0;M1;M2;M3;M4;M5;M6;M7,0,2,3278402056,ok,e2b95d9bcb5c3c3666edcc69361173a763f537e0bb87773d5fb27730ea911f68,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-59bbaf3082a51e71,2026-08-25T17:44:03.668004+00:00,2026-08-25T17:44:34.917115+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,890,115,0,0.0,0,
C-395e460b77cbac88d5ee,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_1010,factorial,,1010,M0;M1;M2;M3;M4;M6,M5;M7,0,1,982740356,ok,36389cca04fc6786e33f7ddc9bf458a19b5d1e453e3b9474bf6252edb1329107,f9d6c998179d35a40cbbdbb54f51cd4cee99dd28583d49b7889256a32e67f2cd,AUDIT-7b22ece2b37e902a,2026-08-25T17:44:34.927167+00:00,2026-08-25T17:45:09.922097+00:00,deepseek-v4-pro,remote_provider,3220,2247,2066,0.01314852,0,
C-d2068605b8db44c387fc,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1110,factorial,L6,1110,M0;M1;M2;M3;M4;M5;M6,M7,0,5,3543903614,ok,816f1d76519bc05e1ec6e4a019cae3e9ba7e31ec149e7f58b04e93346c7aab44,b1852b47d350ce5dca2de77f4c85fa53f66110fdeff8a59c0bffe10f451a9a46,AUDIT-909ea13b2dbf93f8,2026-08-25T17:45:09.933904+00:00,2026-08-25T17:45:18.671767+00:00,gpt-5.6-terra,remote_provider,4234,333,162,0.012464,0,
C-d2b9ded629aa9e336802,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_0000,factorial,L3,0000,M0;M1;M2;M3,M4;M5;M6;M7,0,7,3555657295,ok,4be32aee8e0144ec47732d75ed1321a9d7e1bdb452dad35a8b477ebafe06f622,82edf5389297b9a009837da45334b076251b01dd7f496262dfc6a21e51ac1819,AUDIT-91f0c8b4b8420e9f,2026-08-25T17:45:18.683819+00:00,2026-08-25T17:46:32.898368+00:00,deepseek-v4-pro,remote_provider,1475,4821,4622,0.02103816,0,
C-3f06a2db8c8df80dbaeb,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,P_L0,canonical,L0,,M0,M1;M2;M3;M4;M5;M6;M7,0,6,1077660244,ok,a6caed7c42896c0f99a47f3cbbc548b28e9c43116ffb7c09410af499a777eb8c,7a3b50ed6198b02a0e166807e745e3f52e54ac0a8b19948d97142c39aea73c65,AUDIT-b17d123fb89219a9,2026-08-25T17:46:32.910969+00:00,2026-08-25T17:47:26.106761+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1559,137,0,0.0,0,
C-d3ef5199ff483fa6fbc6,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0010,factorial,,0010,M0;M1;M2;M3;M6,M4;M5;M7,0,6,3575937298,ok,cd0600100543486ec9f3dada4e8a9986d622cc7917000c66e0557ba3c3a7b7b9,a9212d75c49a53df2360ca784ed055893f70fb8428476b2fce3223234cfa3a95,AUDIT-76a57b51349622ec,2026-08-25T17:47:26.117990+00:00,2026-08-25T17:48:18.774146+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,2398,178,0,0.0,0,
